period,stateid,stateDescription,sectorid,sectorName,customers,price,customers-units,price-units
2020-05,CA,California,RES,residential,13689995,18.61,number of customers,cents per kilowatthour
2020-05,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2020-05,CA,California,IND,industrial,144851,13.51,number of customers,cents per kilowatthour
2020-05,CA,California,COM,commercial,1691672,16.57,number of customers,cents per kilowatthour
2020-05,CA,California,ALL,all sectors,15526531,16.73,number of customers,cents per kilowatthour
2020-05,FL,Florida,TRA,transportation,2,5.51,number of customers,cents per kilowatthour
2020-05,FL,Florida,RES,residential,9704977,9.6,number of customers,cents per kilowatthour
2020-05,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2020-05,FL,Florida,IND,industrial,22640,5.61,number of customers,cents per kilowatthour
2020-05,FL,Florida,COM,commercial,1252041,7.28,number of customers,cents per kilowatthour
2020-05,FL,Florida,ALL,all sectors,10979660,8.46,number of customers,cents per kilowatthour
2020-05,WA,Washington,TRA,transportation,5,9.86,number of customers,cents per kilowatthour
2020-05,WA,Washington,RES,residential,3158836,10.01,number of customers,cents per kilowatthour
2020-05,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2020-05,WA,Washington,IND,industrial,26898,4.66,number of customers,cents per kilowatthour
2020-05,WA,Washington,COM,commercial,389519,9.02,number of customers,cents per kilowatthour
2020-05,WA,Washington,ALL,all sectors,3575258,8.13,number of customers,cents per kilowatthour
2020-05,NY,New York,TRA,transportation,8,10.99,number of customers,cents per kilowatthour
2020-05,NY,New York,RES,residential,7246712,18.55,number of customers,cents per kilowatthour
2020-05,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2020-05,NY,New York,IND,industrial,7515,5.37,number of customers,cents per kilowatthour
2020-05,NY,New York,COM,commercial,1134636,13.88,number of customers,cents per kilowatthour
2020-05,NY,New York,ALL,all sectors,8388871,14.5,number of customers,cents per kilowatthour
2020-05,TX,Texas,TRA,transportation,3,6.77,number of customers,cents per kilowatthour
2020-05,TX,Texas,RES,residential,11464324,11.79,number of customers,cents per kilowatthour
2020-05,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2020-05,TX,Texas,IND,industrial,259842,4.94,number of customers,cents per kilowatthour
2020-05,TX,Texas,COM,commercial,1532218,7.57,number of customers,cents per kilowatthour
2020-05,TX,Texas,ALL,all sectors,13256387,8.33,number of customers,cents per kilowatthour
2020-05,OH,Ohio,TRA,transportation,3,6.79,number of customers,cents per kilowatthour
2020-05,OH,Ohio,RES,residential,5004923,12.6,number of customers,cents per kilowatthour
2020-05,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2020-05,OH,Ohio,IND,industrial,19738,6.22,number of customers,cents per kilowatthour
2020-05,OH,Ohio,COM,commercial,636360,9.73,number of customers,cents per kilowatthour
2020-04,CA,California,ALL,all sectors,15657118,16.08,number of customers,cents per kilowatthour
2020-04,OH,Ohio,TRA,transportation,3,6.33,number of customers,cents per kilowatthour
2020-04,OH,Ohio,RES,residential,5001927,12.63,number of customers,cents per kilowatthour
2020-04,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2020-04,OH,Ohio,IND,industrial,19775,6.22,number of customers,cents per kilowatthour
2020-04,OH,Ohio,COM,commercial,634505,9.9,number of customers,cents per kilowatthour
2020-04,OH,Ohio,ALL,all sectors,5656210,9.66,number of customers,cents per kilowatthour
2020-04,NY,New York,TRA,transportation,8,12.28,number of customers,cents per kilowatthour
2020-04,NY,New York,RES,residential,7255797,17.35,number of customers,cents per kilowatthour
2020-04,FL,Florida,TRA,transportation,2,8.24,number of customers,cents per kilowatthour
2020-04,MA,Massachusetts,COM,commercial,410278,15.79,number of customers,cents per kilowatthour
2020-04,MA,Massachusetts,ALL,all sectors,3239897,18.53,number of customers,cents per kilowatthour
2020-04,FL,Florida,RES,residential,9763609,11.44,number of customers,cents per kilowatthour
2020-04,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2020-04,FL,Florida,IND,industrial,22453,7.3,number of customers,cents per kilowatthour
2020-04,FL,Florida,COM,commercial,1262148,9,number of customers,cents per kilowatthour
2020-04,FL,Florida,ALL,all sectors,11048212,10.22,number of customers,cents per kilowatthour
2020-04,CO,Colorado,TRA,transportation,1,8.96,number of customers,cents per kilowatthour
2020-04,MN,Minnesota,TRA,transportation,1,7.91,number of customers,cents per kilowatthour
2020-04,MN,Minnesota,RES,residential,2463443,12.91,number of customers,cents per kilowatthour
2020-04,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2020-04,MN,Minnesota,IND,industrial,9281,7.38,number of customers,cents per kilowatthour
2020-04,MN,Minnesota,COM,commercial,303210,10.25,number of customers,cents per kilowatthour
2020-04,MN,Minnesota,ALL,all sectors,2775935,10.26,number of customers,cents per kilowatthour
2020-04,MA,Massachusetts,TRA,transportation,2,5.12,number of customers,cents per kilowatthour
2020-04,MA,Massachusetts,RES,residential,2818768,23.15,number of customers,cents per kilowatthour
2020-04,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2020-04,MA,Massachusetts,IND,industrial,10849,14.43,number of customers,cents per kilowatthour
2020-04,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2020-04,NY,New York,IND,industrial,7574,5.35,number of customers,cents per kilowatthour
2020-04,NY,New York,COM,commercial,1133854,13.25,number of customers,cents per kilowatthour
2020-04,NY,New York,ALL,all sectors,8397233,13.61,number of customers,cents per kilowatthour
2020-04,CA,California,RES,residential,13784664,20.43,number of customers,cents per kilowatthour
2020-04,CO,Colorado,RES,residential,2393433,12.05,number of customers,cents per kilowatthour
2020-04,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2020-04,CO,Colorado,IND,industrial,15206,7.13,number of customers,cents per kilowatthour
2020-04,CO,Colorado,COM,commercial,384472,10.05,number of customers,cents per kilowatthour
2020-04,CO,Colorado,ALL,all sectors,2793112,9.86,number of customers,cents per kilowatthour
2020-04,CA,California,TRA,transportation,13,8.99,number of customers,cents per kilowatthour
2020-04,WA,Washington,TRA,transportation,5,10.02,number of customers,cents per kilowatthour
2020-04,WA,Washington,RES,residential,3192128,9.8,number of customers,cents per kilowatthour
2020-04,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2020-04,WA,Washington,IND,industrial,27862,4.75,number of customers,cents per kilowatthour
2020-04,WA,Washington,COM,commercial,392136,8.74,number of customers,cents per kilowatthour
2020-04,WA,Washington,ALL,all sectors,3612131,8.08,number of customers,cents per kilowatthour
2020-04,TX,Texas,TRA,transportation,3,6.6,number of customers,cents per kilowatthour
2020-04,TX,Texas,RES,residential,11474456,12.04,number of customers,cents per kilowatthour
2020-04,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2020-04,TX,Texas,IND,industrial,258229,5.02,number of customers,cents per kilowatthour
2020-04,TX,Texas,COM,commercial,1543716,7.67,number of customers,cents per kilowatthour
2020-04,TX,Texas,ALL,all sectors,13276404,8.23,number of customers,cents per kilowatthour
2020-04,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2020-04,CA,California,IND,industrial,147631,11.87,number of customers,cents per kilowatthour
2020-04,CA,California,COM,commercial,1724810,14.89,number of customers,cents per kilowatthour
2020-03,FL,Florida,IND,industrial,22393,7.1,number of customers,cents per kilowatthour
2020-03,NY,New York,ALL,all sectors,8401840,13.63,number of customers,cents per kilowatthour
2020-03,FL,Florida,COM,commercial,1256672,9.04,number of customers,cents per kilowatthour
2020-03,FL,Florida,ALL,all sectors,10960597,10.05,number of customers,cents per kilowatthour
2020-03,TX,Texas,TRA,transportation,3,6.68,number of customers,cents per kilowatthour
2020-03,TX,Texas,RES,residential,11480995,11.81,number of customers,cents per kilowatthour
2020-03,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2020-03,TX,Texas,IND,industrial,255579,5.2,number of customers,cents per kilowatthour
2020-03,TX,Texas,COM,commercial,1558696,7.71,number of customers,cents per kilowatthour
2020-03,TX,Texas,ALL,all sectors,13295273,8.17,number of customers,cents per kilowatthour
2020-03,OH,Ohio,TRA,transportation,3,6.35,number of customers,cents per kilowatthour
2020-03,OH,Ohio,RES,residential,4998739,12.16,number of customers,cents per kilowatthour
2020-03,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2020-03,OH,Ohio,IND,industrial,19808,5.86,number of customers,cents per kilowatthour
2020-03,OH,Ohio,COM,commercial,634849,9.54,number of customers,cents per kilowatthour
2020-03,OH,Ohio,ALL,all sectors,5653399,9.04,number of customers,cents per kilowatthour
2020-03,NY,New York,TRA,transportation,8,11.9,number of customers,cents per kilowatthour
2020-03,NY,New York,RES,residential,7260872,17.2,number of customers,cents per kilowatthour
2020-03,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2020-03,NY,New York,IND,industrial,7609,5.3,number of customers,cents per kilowatthour
2020-03,NY,New York,COM,commercial,1133351,13.34,number of customers,cents per kilowatthour
2020-03,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2020-03,CO,Colorado,IND,industrial,15163,7.38,number of customers,cents per kilowatthour
2020-03,CO,Colorado,COM,commercial,383977,9.67,number of customers,cents per kilowatthour
2020-03,CO,Colorado,ALL,all sectors,2790770,9.79,number of customers,cents per kilowatthour
2020-03,CA,California,TRA,transportation,13,8.83,number of customers,cents per kilowatthour
2020-03,CA,California,RES,residential,14023539,20.33,number of customers,cents per kilowatthour
2020-03,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2020-03,CA,California,IND,industrial,150479,12.18,number of customers,cents per kilowatthour
2020-03,CA,California,COM,commercial,1755927,15.08,number of customers,cents per kilowatthour
2020-03,CA,California,ALL,all sectors,15929958,16.22,number of customers,cents per kilowatthour
2020-03,MN,Minnesota,TRA,transportation,1,9.03,number of customers,cents per kilowatthour
2020-03,MN,Minnesota,RES,residential,2451433,12.57,number of customers,cents per kilowatthour
2020-03,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2020-03,MN,Minnesota,IND,industrial,8718,7.18,number of customers,cents per kilowatthour
2020-03,MN,Minnesota,COM,commercial,302352,9.87,number of customers,cents per kilowatthour
2020-03,MN,Minnesota,ALL,all sectors,2762504,9.9,number of customers,cents per kilowatthour
2020-03,MA,Massachusetts,TRA,transportation,2,6.38,number of customers,cents per kilowatthour
2020-03,MA,Massachusetts,RES,residential,2812083,22.73,number of customers,cents per kilowatthour
2020-03,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2020-03,MA,Massachusetts,IND,industrial,10868,14.58,number of customers,cents per kilowatthour
2020-03,MA,Massachusetts,COM,commercial,409985,16.28,number of customers,cents per kilowatthour
2020-03,WA,Washington,TRA,transportation,5,9.85,number of customers,cents per kilowatthour
2020-03,WA,Washington,RES,residential,3135623,9.72,number of customers,cents per kilowatthour
2020-03,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2020-03,WA,Washington,IND,industrial,25866,4.84,number of customers,cents per kilowatthour
2020-03,WA,Washington,COM,commercial,387779,8.93,number of customers,cents per kilowatthour
2020-03,WA,Washington,ALL,all sectors,3549273,8.27,number of customers,cents per kilowatthour
2020-03,CO,Colorado,TRA,transportation,1,8.61,number of customers,cents per kilowatthour
2020-03,CO,Colorado,RES,residential,2391629,12.01,number of customers,cents per kilowatthour
2020-03,MA,Massachusetts,ALL,all sectors,3232938,18.45,number of customers,cents per kilowatthour
2020-03,FL,Florida,TRA,transportation,2,8.1,number of customers,cents per kilowatthour
2020-03,FL,Florida,RES,residential,9681530,11.31,number of customers,cents per kilowatthour
2020-03,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2020-02,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2020-02,WA,Washington,TRA,transportation,5,9.93,number of customers,cents per kilowatthour
2020-02,WA,Washington,RES,residential,3133383,9.54,number of customers,cents per kilowatthour
2020-02,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2020-02,WA,Washington,IND,industrial,25672,4.7,number of customers,cents per kilowatthour
2020-02,WA,Washington,COM,commercial,384848,8.84,number of customers,cents per kilowatthour
2020-02,WA,Washington,ALL,all sectors,3543908,8.14,number of customers,cents per kilowatthour
2020-02,TX,Texas,TRA,transportation,3,6.6,number of customers,cents per kilowatthour
2020-02,TX,Texas,RES,residential,11380770,11.72,number of customers,cents per kilowatthour
2020-02,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2020-02,TX,Texas,IND,industrial,251749,5.26,number of customers,cents per kilowatthour
2020-02,TX,Texas,COM,commercial,1535826,7.73,number of customers,cents per kilowatthour
2020-02,TX,Texas,ALL,all sectors,13168348,8.33,number of customers,cents per kilowatthour
2020-02,MA,Massachusetts,TRA,transportation,2,8.84,number of customers,cents per kilowatthour
2020-02,MA,Massachusetts,RES,residential,2815974,23.02,number of customers,cents per kilowatthour
2020-02,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2020-02,MA,Massachusetts,IND,industrial,10946,14.75,number of customers,cents per kilowatthour
2020-02,MA,Massachusetts,COM,commercial,411667,16.74,number of customers,cents per kilowatthour
2020-02,MA,Massachusetts,ALL,all sectors,3238589,18.83,number of customers,cents per kilowatthour
2020-02,MN,Minnesota,TRA,transportation,1,9.9,number of customers,cents per kilowatthour
2020-02,MN,Minnesota,RES,residential,2448875,12.48,number of customers,cents per kilowatthour
2020-02,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2020-02,MN,Minnesota,IND,industrial,8644,7.26,number of customers,cents per kilowatthour
2020-02,MN,Minnesota,COM,commercial,301996,9.91,number of customers,cents per kilowatthour
2020-02,MN,Minnesota,ALL,all sectors,2759516,9.99,number of customers,cents per kilowatthour
2020-02,OH,Ohio,TRA,transportation,3,6.27,number of customers,cents per kilowatthour
2020-02,OH,Ohio,RES,residential,4993916,11.82,number of customers,cents per kilowatthour
2020-02,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2020-02,OH,Ohio,IND,industrial,19790,6.13,number of customers,cents per kilowatthour
2020-02,OH,Ohio,COM,commercial,634237,9.1,number of customers,cents per kilowatthour
2020-02,OH,Ohio,ALL,all sectors,5647946,9.19,number of customers,cents per kilowatthour
2020-02,NY,New York,TRA,transportation,8,11.39,number of customers,cents per kilowatthour
2020-02,NY,New York,RES,residential,7257234,17.46,number of customers,cents per kilowatthour
2020-02,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2020-02,NY,New York,IND,industrial,7567,5.37,number of customers,cents per kilowatthour
2020-02,NY,New York,COM,commercial,1131637,13.22,number of customers,cents per kilowatthour
2020-02,NY,New York,ALL,all sectors,8396446,13.65,number of customers,cents per kilowatthour
2020-02,FL,Florida,TRA,transportation,2,8.23,number of customers,cents per kilowatthour
2020-02,FL,Florida,RES,residential,9590052,11.38,number of customers,cents per kilowatthour
2020-02,CO,Colorado,ALL,all sectors,2785266,9.68,number of customers,cents per kilowatthour
2020-02,CA,California,TRA,transportation,13,8.9,number of customers,cents per kilowatthour
2020-02,CA,California,RES,residential,13303050,21.67,number of customers,cents per kilowatthour
2020-02,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2020-02,CA,California,IND,industrial,137675,11.86,number of customers,cents per kilowatthour
2020-02,CA,California,COM,commercial,1667930,15.78,number of customers,cents per kilowatthour
2020-02,CA,California,ALL,all sectors,15108668,16.87,number of customers,cents per kilowatthour
2020-02,CO,Colorado,IND,industrial,15017,7.13,number of customers,cents per kilowatthour
2020-02,CO,Colorado,COM,commercial,381703,9.54,number of customers,cents per kilowatthour
2020-02,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2020-02,FL,Florida,IND,industrial,22229,7.31,number of customers,cents per kilowatthour
2020-02,FL,Florida,COM,commercial,1242753,9.23,number of customers,cents per kilowatthour
2020-02,FL,Florida,ALL,all sectors,10855036,10.17,number of customers,cents per kilowatthour
2020-02,CO,Colorado,TRA,transportation,1,8.68,number of customers,cents per kilowatthour
2020-02,CO,Colorado,RES,residential,2388545,11.87,number of customers,cents per kilowatthour
2020-01,CA,California,ALL,all sectors,15910955,16.44,number of customers,cents per kilowatthour
2020-01,FL,Florida,TRA,transportation,2,7.85,number of customers,cents per kilowatthour
2020-01,FL,Florida,RES,residential,9556250,11.34,number of customers,cents per kilowatthour
2020-01,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2020-01,FL,Florida,IND,industrial,22248,7.28,number of customers,cents per kilowatthour
2020-01,FL,Florida,COM,commercial,1242311,8.96,number of customers,cents per kilowatthour
2020-01,FL,Florida,ALL,all sectors,10820811,10.05,number of customers,cents per kilowatthour
2020-01,CO,Colorado,TRA,transportation,1,8.32,number of customers,cents per kilowatthour
2020-01,CO,Colorado,RES,residential,2385933,11.73,number of customers,cents per kilowatthour
2020-01,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2020-01,CO,Colorado,IND,industrial,14927,7.08,number of customers,cents per kilowatthour
2020-01,CO,Colorado,COM,commercial,381700,9.31,number of customers,cents per kilowatthour
2020-01,CO,Colorado,ALL,all sectors,2782561,9.55,number of customers,cents per kilowatthour
2020-01,CA,California,TRA,transportation,13,8.55,number of customers,cents per kilowatthour
2020-01,NY,New York,TRA,transportation,8,11.87,number of customers,cents per kilowatthour
2020-01,NY,New York,RES,residential,7257340,17.58,number of customers,cents per kilowatthour
2020-01,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2020-01,NY,New York,IND,industrial,7621,5.44,number of customers,cents per kilowatthour
2020-01,NY,New York,COM,commercial,1132016,13.13,number of customers,cents per kilowatthour
2020-01,NY,New York,ALL,all sectors,8396985,13.83,number of customers,cents per kilowatthour
2020-01,MN,Minnesota,TRA,transportation,1,9.1,number of customers,cents per kilowatthour
2020-01,MN,Minnesota,RES,residential,2451847,12.23,number of customers,cents per kilowatthour
2020-01,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2020-01,MN,Minnesota,IND,industrial,8683,6.99,number of customers,cents per kilowatthour
2020-01,MN,Minnesota,COM,commercial,303256,9.53,number of customers,cents per kilowatthour
2020-01,MN,Minnesota,ALL,all sectors,2763787,9.77,number of customers,cents per kilowatthour
2020-01,MA,Massachusetts,TRA,transportation,2,9.18,number of customers,cents per kilowatthour
2020-01,MA,Massachusetts,RES,residential,2807771,22.88,number of customers,cents per kilowatthour
2020-01,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2020-01,MA,Massachusetts,IND,industrial,10973,14.8,number of customers,cents per kilowatthour
2020-01,MA,Massachusetts,COM,commercial,410197,16.51,number of customers,cents per kilowatthour
2020-01,MA,Massachusetts,ALL,all sectors,3228943,18.79,number of customers,cents per kilowatthour
2020-01,WA,Washington,TRA,transportation,5,9.56,number of customers,cents per kilowatthour
2020-01,WA,Washington,RES,residential,3154786,9.55,number of customers,cents per kilowatthour
2020-01,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2020-01,WA,Washington,IND,industrial,26152,4.67,number of customers,cents per kilowatthour
2020-01,WA,Washington,COM,commercial,389577,8.79,number of customers,cents per kilowatthour
2020-01,WA,Washington,ALL,all sectors,3570520,8.17,number of customers,cents per kilowatthour
2020-01,TX,Texas,TRA,transportation,3,6.55,number of customers,cents per kilowatthour
2020-01,TX,Texas,RES,residential,11253310,11.46,number of customers,cents per kilowatthour
2020-01,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2020-01,TX,Texas,IND,industrial,251950,5.05,number of customers,cents per kilowatthour
2020-01,TX,Texas,COM,commercial,1543129,7.43,number of customers,cents per kilowatthour
2020-01,TX,Texas,ALL,all sectors,13048392,8.11,number of customers,cents per kilowatthour
2020-01,OH,Ohio,TRA,transportation,3,6.15,number of customers,cents per kilowatthour
2020-01,OH,Ohio,RES,residential,4991712,11.96,number of customers,cents per kilowatthour
2020-01,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2020-01,OH,Ohio,IND,industrial,19851,6.11,number of customers,cents per kilowatthour
2020-01,OH,Ohio,COM,commercial,635616,9.26,number of customers,cents per kilowatthour
2020-01,OH,Ohio,ALL,all sectors,5647182,9.25,number of customers,cents per kilowatthour
2020-01,CA,California,RES,residential,14006188,19.91,number of customers,cents per kilowatthour
2020-01,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2020-01,CA,California,IND,industrial,150915,11.8,number of customers,cents per kilowatthour
2020-01,CA,California,COM,commercial,1753839,15.29,number of customers,cents per kilowatthour
2019-12,FL,Florida,RES,residential,9713315,11.62,number of customers,cents per kilowatthour
2019-12,OH,Ohio,IND,industrial,20107,6.26,number of customers,cents per kilowatthour
2019-12,OH,Ohio,COM,commercial,632642,9.11,number of customers,cents per kilowatthour
2019-12,OH,Ohio,ALL,all sectors,5647928,9.22,number of customers,cents per kilowatthour
2019-12,OH,Ohio,TRA,transportation,3,6.02,number of customers,cents per kilowatthour
2019-12,OH,Ohio,RES,residential,4995176,11.8,number of customers,cents per kilowatthour
2019-12,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2019-12,TX,Texas,TRA,transportation,3,6.77,number of customers,cents per kilowatthour
2019-12,TX,Texas,RES,residential,11406049,11.71,number of customers,cents per kilowatthour
2019-12,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2019-12,TX,Texas,IND,industrial,241737,5.02,number of customers,cents per kilowatthour
2019-12,TX,Texas,COM,commercial,1543264,7.98,number of customers,cents per kilowatthour
2019-12,TX,Texas,ALL,all sectors,13191053,8.28,number of customers,cents per kilowatthour
2019-12,WA,Washington,TRA,transportation,5,9.64,number of customers,cents per kilowatthour
2019-12,WA,Washington,RES,residential,3142264,9.57,number of customers,cents per kilowatthour
2019-12,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2019-12,WA,Washington,IND,industrial,27073,4.68,number of customers,cents per kilowatthour
2019-12,WA,Washington,COM,commercial,389912,8.84,number of customers,cents per kilowatthour
2019-12,WA,Washington,ALL,all sectors,3559254,8.17,number of customers,cents per kilowatthour
2019-12,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2019-12,FL,Florida,IND,industrial,23305,7.42,number of customers,cents per kilowatthour
2019-12,FL,Florida,COM,commercial,1255099,9.31,number of customers,cents per kilowatthour
2019-12,FL,Florida,ALL,all sectors,10991721,10.33,number of customers,cents per kilowatthour
2019-12,CO,Colorado,TRA,transportation,1,8,number of customers,cents per kilowatthour
2019-12,CO,Colorado,RES,residential,2387534,11.52,number of customers,cents per kilowatthour
2019-12,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2019-12,CO,Colorado,IND,industrial,14269,6.9,number of customers,cents per kilowatthour
2019-12,CO,Colorado,COM,commercial,381722,9.31,number of customers,cents per kilowatthour
2019-12,CO,Colorado,ALL,all sectors,2783526,9.42,number of customers,cents per kilowatthour
2019-12,CA,California,TRA,transportation,13,8.9,number of customers,cents per kilowatthour
2019-12,CA,California,RES,residential,14064486,19.15,number of customers,cents per kilowatthour
2019-12,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2019-12,CA,California,IND,industrial,150687,12.14,number of customers,cents per kilowatthour
2019-12,CA,California,COM,commercial,1752256,15.09,number of customers,cents per kilowatthour
2019-12,CA,California,ALL,all sectors,15967442,16.05,number of customers,cents per kilowatthour
2019-12,MA,Massachusetts,TRA,transportation,2,6.42,number of customers,cents per kilowatthour
2019-12,MA,Massachusetts,RES,residential,2814325,22.39,number of customers,cents per kilowatthour
2019-12,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2019-12,MA,Massachusetts,IND,industrial,10963,14.76,number of customers,cents per kilowatthour
2019-12,MA,Massachusetts,COM,commercial,413912,16.61,number of customers,cents per kilowatthour
2019-12,MA,Massachusetts,ALL,all sectors,3239202,18.56,number of customers,cents per kilowatthour
2019-12,NY,New York,TRA,transportation,8,11.88,number of customers,cents per kilowatthour
2019-12,NY,New York,RES,residential,7265649,17.33,number of customers,cents per kilowatthour
2019-12,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2019-12,NY,New York,IND,industrial,7586,5.44,number of customers,cents per kilowatthour
2019-12,NY,New York,COM,commercial,1130535,13.37,number of customers,cents per kilowatthour
2019-12,NY,New York,ALL,all sectors,8403778,13.83,number of customers,cents per kilowatthour
2019-12,MN,Minnesota,TRA,transportation,1,8.76,number of customers,cents per kilowatthour
2019-12,MN,Minnesota,RES,residential,2455419,12.24,number of customers,cents per kilowatthour
2019-12,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2019-12,MN,Minnesota,IND,industrial,9178,6.99,number of customers,cents per kilowatthour
2019-12,MN,Minnesota,COM,commercial,300993,9.6,number of customers,cents per kilowatthour
2019-12,MN,Minnesota,ALL,all sectors,2765591,9.76,number of customers,cents per kilowatthour
2019-12,FL,Florida,TRA,transportation,2,8.4,number of customers,cents per kilowatthour
2019-11,FL,Florida,RES,residential,9704505,12.09,number of customers,cents per kilowatthour
2019-11,OH,Ohio,TRA,transportation,3,6.3,number of customers,cents per kilowatthour
2019-11,OH,Ohio,RES,residential,4989190,12.21,number of customers,cents per kilowatthour
2019-11,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2019-11,OH,Ohio,IND,industrial,20118,6.46,number of customers,cents per kilowatthour
2019-11,OH,Ohio,COM,commercial,633609,9.63,number of customers,cents per kilowatthour
2019-11,OH,Ohio,ALL,all sectors,5642920,9.42,number of customers,cents per kilowatthour
2019-11,WA,Washington,TRA,transportation,5,9.34,number of customers,cents per kilowatthour
2019-11,WA,Washington,RES,residential,3132786,9.65,number of customers,cents per kilowatthour
2019-11,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2019-11,WA,Washington,IND,industrial,26212,4.81,number of customers,cents per kilowatthour
2019-11,WA,Washington,COM,commercial,391070,8.77,number of customers,cents per kilowatthour
2019-11,WA,Washington,ALL,all sectors,3550073,8.08,number of customers,cents per kilowatthour
2019-11,TX,Texas,TRA,transportation,3,6.38,number of customers,cents per kilowatthour
2019-11,TX,Texas,RES,residential,11331758,11.99,number of customers,cents per kilowatthour
2019-11,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2019-11,TX,Texas,IND,industrial,236816,5.58,number of customers,cents per kilowatthour
2019-11,TX,Texas,COM,commercial,1525710,8.14,number of customers,cents per kilowatthour
2019-11,TX,Texas,ALL,all sectors,13094287,8.52,number of customers,cents per kilowatthour
2019-11,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2019-11,FL,Florida,IND,industrial,23421,7.82,number of customers,cents per kilowatthour
2019-11,FL,Florida,COM,commercial,1256503,9.63,number of customers,cents per kilowatthour
2019-11,FL,Florida,ALL,all sectors,10984431,10.76,number of customers,cents per kilowatthour
2019-11,CO,Colorado,TRA,transportation,1,8.02,number of customers,cents per kilowatthour
2019-11,CO,Colorado,RES,residential,2384355,11.72,number of customers,cents per kilowatthour
2019-11,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2019-11,CO,Colorado,IND,industrial,14407,7.03,number of customers,cents per kilowatthour
2019-11,CO,Colorado,COM,commercial,381694,9.97,number of customers,cents per kilowatthour
2019-11,CO,Colorado,ALL,all sectors,2780457,9.69,number of customers,cents per kilowatthour
2019-11,CA,California,TRA,transportation,13,9.29,number of customers,cents per kilowatthour
2019-11,CA,California,RES,residential,13356584,20.11,number of customers,cents per kilowatthour
2019-11,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2019-11,CA,California,IND,industrial,139100,14.15,number of customers,cents per kilowatthour
2019-11,CA,California,COM,commercial,1665529,16.81,number of customers,cents per kilowatthour
2019-11,CA,California,ALL,all sectors,15161226,17.31,number of customers,cents per kilowatthour
2019-11,MN,Minnesota,TRA,transportation,1,8.96,number of customers,cents per kilowatthour
2019-11,MN,Minnesota,RES,residential,2452206,12.27,number of customers,cents per kilowatthour
