period,stateid,stateDescription,sectorid,sectorName,price,price-units
2013-04,US,U.S. Total,ALL,all sectors,9.66,cents per kilowatthour
2013-04,US,U.S. Total,TRA,transportation,10.28,cents per kilowatthour
2013-04,US,U.S. Total,RES,residential,11.93,cents per kilowatthour
2013-04,US,U.S. Total,OTH,other,,cents per kilowatthour
2013-04,US,U.S. Total,IND,industrial,6.58,cents per kilowatthour
2013-04,US,U.S. Total,COM,commercial,9.96,cents per kilowatthour
2013-03,US,U.S. Total,ALL,all sectors,9.71,cents per kilowatthour
2013-03,US,U.S. Total,TRA,transportation,10.25,cents per kilowatthour
2013-03,US,U.S. Total,RES,residential,11.61,cents per kilowatthour
2013-03,US,U.S. Total,OTH,other,,cents per kilowatthour
2013-03,US,U.S. Total,IND,industrial,6.64,cents per kilowatthour
2013-03,US,U.S. Total,COM,commercial,10.02,cents per kilowatthour
2013-02,US,U.S. Total,ALL,all sectors,9.77,cents per kilowatthour
2013-02,US,U.S. Total,TRA,transportation,10.56,cents per kilowatthour
2013-02,US,U.S. Total,RES,residential,11.63,cents per kilowatthour
2013-02,US,U.S. Total,OTH,other,,cents per kilowatthour
2013-02,US,U.S. Total,IND,industrial,6.66,cents per kilowatthour
2013-02,US,U.S. Total,COM,commercial,10.06,cents per kilowatthour
2013-01,US,U.S. Total,ALL,all sectors,9.64,cents per kilowatthour
2013-01,US,U.S. Total,TRA,transportation,10.53,cents per kilowatthour
2013-01,US,U.S. Total,RES,residential,11.46,cents per kilowatthour
2013-01,US,U.S. Total,OTH,other,,cents per kilowatthour
2013-01,US,U.S. Total,IND,industrial,6.5,cents per kilowatthour
2013-01,US,U.S. Total,COM,commercial,9.77,cents per kilowatthour
2012-12,US,U.S. Total,ALL,all sectors,9.64,cents per kilowatthour
2012-12,US,U.S. Total,TRA,transportation,10.28,cents per kilowatthour
2012-12,US,U.S. Total,RES,residential,11.62,cents per kilowatthour
2012-12,US,U.S. Total,OTH,other,,cents per kilowatthour
2012-12,US,U.S. Total,IND,industrial,6.52,cents per kilowatthour
2012-12,US,U.S. Total,COM,commercial,9.81,cents per kilowatthour
2012-11,US,U.S. Total,ALL,all sectors,9.58,cents per kilowatthour
2012-11,US,U.S. Total,TRA,transportation,10.41,cents per kilowatthour
2012-11,US,U.S. Total,RES,residential,11.75,cents per kilowatthour
2012-11,US,U.S. Total,OTH,other,,cents per kilowatthour
2012-11,US,U.S. Total,IND,industrial,6.5,cents per kilowatthour
2012-11,US,U.S. Total,COM,commercial,9.89,cents per kilowatthour
2012-10,US,U.S. Total,ALL,all sectors,9.74,cents per kilowatthour
2012-10,US,U.S. Total,TRA,transportation,10.13,cents per kilowatthour
2012-10,US,U.S. Total,RES,residential,12.03,cents per kilowatthour
2012-10,US,U.S. Total,OTH,other,,cents per kilowatthour
2012-10,US,U.S. Total,IND,industrial,6.62,cents per kilowatthour
2012-10,US,U.S. Total,COM,commercial,10.08,cents per kilowatthour
2012-09,US,U.S. Total,ALL,all sectors,10.26,cents per kilowatthour
2012-09,US,U.S. Total,TRA,transportation,10.74,cents per kilowatthour
2012-09,US,U.S. Total,RES,residential,12.3,cents per kilowatthour
2012-09,US,U.S. Total,OTH,other,,cents per kilowatthour
2012-09,US,U.S. Total,IND,industrial,6.97,cents per kilowatthour
2012-09,US,U.S. Total,COM,commercial,10.5,cents per kilowatthour
2012-08,US,U.S. Total,ALL,all sectors,10.32,cents per kilowatthour
2012-08,US,U.S. Total,TRA,transportation,10.53,cents per kilowatthour
2012-08,US,U.S. Total,RES,residential,12.17,cents per kilowatthour
2012-08,US,U.S. Total,OTH,other,,cents per kilowatthour
2012-08,US,U.S. Total,IND,industrial,7.08,cents per kilowatthour
2012-08,US,U.S. Total,COM,commercial,10.39,cents per kilowatthour
2012-07,US,U.S. Total,ALL,all sectors,10.3,cents per kilowatthour
2012-07,US,U.S. Total,TRA,transportation,10.7,cents per kilowatthour
2012-07,US,U.S. Total,RES,residential,12,cents per kilowatthour
2012-07,US,U.S. Total,OTH,other,,cents per kilowatthour
2012-07,US,U.S. Total,IND,industrial,7.13,cents per kilowatthour
2012-07,US,U.S. Total,COM,commercial,10.39,cents per kilowatthour
2012-06,US,U.S. Total,ALL,all sectors,10.13,cents per kilowatthour
2012-06,US,U.S. Total,TRA,transportation,10.33,cents per kilowatthour
2012-06,US,U.S. Total,RES,residential,12.09,cents per kilowatthour
2012-06,US,U.S. Total,OTH,other,,cents per kilowatthour
2012-06,US,U.S. Total,IND,industrial,6.89,cents per kilowatthour
2012-06,US,U.S. Total,COM,commercial,10.39,cents per kilowatthour
2012-05,US,U.S. Total,ALL,all sectors,9.64,cents per kilowatthour
2012-05,US,U.S. Total,TRA,transportation,9.97,cents per kilowatthour
2012-05,US,U.S. Total,RES,residential,11.9,cents per kilowatthour
2012-05,US,U.S. Total,OTH,other,,cents per kilowatthour
2012-05,US,U.S. Total,IND,industrial,6.53,cents per kilowatthour
2012-05,US,U.S. Total,COM,commercial,9.96,cents per kilowatthour
2012-04,US,U.S. Total,ALL,all sectors,9.47,cents per kilowatthour
2012-04,US,U.S. Total,TRA,transportation,10.11,cents per kilowatthour
2012-04,US,U.S. Total,RES,residential,11.92,cents per kilowatthour
2012-04,US,U.S. Total,OTH,other,,cents per kilowatthour
2012-04,US,U.S. Total,IND,industrial,6.38,cents per kilowatthour
2012-04,US,U.S. Total,COM,commercial,9.82,cents per kilowatthour
2012-03,US,U.S. Total,ALL,all sectors,9.52,cents per kilowatthour
2012-03,US,U.S. Total,TRA,transportation,9.95,cents per kilowatthour
2012-03,US,U.S. Total,RES,residential,11.7,cents per kilowatthour
2012-03,US,U.S. Total,OTH,other,,cents per kilowatthour
2012-03,US,U.S. Total,IND,industrial,6.46,cents per kilowatthour
2012-03,US,U.S. Total,COM,commercial,9.84,cents per kilowatthour
2012-02,US,U.S. Total,ALL,all sectors,9.58,cents per kilowatthour
2012-02,US,U.S. Total,TRA,transportation,9.61,cents per kilowatthour
2012-02,US,U.S. Total,RES,residential,11.51,cents per kilowatthour
2012-02,US,U.S. Total,OTH,other,,cents per kilowatthour
2012-02,US,U.S. Total,IND,industrial,6.45,cents per kilowatthour
2012-02,US,U.S. Total,COM,commercial,9.94,cents per kilowatthour
2012-01,US,U.S. Total,ALL,all sectors,9.61,cents per kilowatthour
2012-01,US,U.S. Total,TRA,transportation,9.78,cents per kilowatthour
2012-01,US,U.S. Total,RES,residential,11.41,cents per kilowatthour
2012-01,US,U.S. Total,OTH,other,,cents per kilowatthour
2012-01,US,U.S. Total,IND,industrial,6.44,cents per kilowatthour
2012-01,US,U.S. Total,COM,commercial,9.84,cents per kilowatthour
2011-12,US,U.S. Total,ALL,all sectors,9.53,cents per kilowatthour
2011-12,US,U.S. Total,TRA,transportation,9.79,cents per kilowatthour
2011-12,US,U.S. Total,RES,residential,11.4,cents per kilowatthour
2011-12,US,U.S. Total,OTH,other,,cents per kilowatthour
2011-12,US,U.S. Total,IND,industrial,6.51,cents per kilowatthour
2011-12,US,U.S. Total,COM,commercial,9.77,cents per kilowatthour
2011-11,US,U.S. Total,ALL,all sectors,9.58,cents per kilowatthour
2011-11,US,U.S. Total,TRA,transportation,9.93,cents per kilowatthour
2011-11,US,U.S. Total,RES,residential,11.78,cents per kilowatthour
2011-11,US,U.S. Total,OTH,other,,cents per kilowatthour
2011-11,US,U.S. Total,IND,industrial,6.53,cents per kilowatthour
2011-11,US,U.S. Total,COM,commercial,9.98,cents per kilowatthour
2011-10,US,U.S. Total,ALL,all sectors,9.83,cents per kilowatthour
2011-10,US,U.S. Total,TRA,transportation,10.25,cents per kilowatthour
2011-10,US,U.S. Total,RES,residential,12.08,cents per kilowatthour
2011-10,US,U.S. Total,OTH,other,,cents per kilowatthour
2011-10,US,U.S. Total,IND,industrial,6.77,cents per kilowatthour
2011-10,US,U.S. Total,COM,commercial,10.25,cents per kilowatthour
2011-09,US,U.S. Total,ALL,all sectors,10.29,cents per kilowatthour
2011-09,US,U.S. Total,TRA,transportation,10.8,cents per kilowatthour
2011-09,US,U.S. Total,RES,residential,12.17,cents per kilowatthour
2011-09,US,U.S. Total,OTH,other,,cents per kilowatthour
2011-09,US,U.S. Total,IND,industrial,7.15,cents per kilowatthour
2011-09,US,U.S. Total,COM,commercial,10.59,cents per kilowatthour
2011-08,US,U.S. Total,ALL,all sectors,10.49,cents per kilowatthour
2011-08,US,U.S. Total,TRA,transportation,10.82,cents per kilowatthour
2011-08,US,U.S. Total,RES,residential,12.09,cents per kilowatthour
2011-08,US,U.S. Total,OTH,other,,cents per kilowatthour
2011-08,US,U.S. Total,IND,industrial,7.39,cents per kilowatthour
2011-08,US,U.S. Total,COM,commercial,10.72,cents per kilowatthour
2011-07,US,U.S. Total,ALL,all sectors,10.47,cents per kilowatthour
2011-07,US,U.S. Total,TRA,transportation,11.21,cents per kilowatthour
2011-07,US,U.S. Total,RES,residential,12.09,cents per kilowatthour
2011-07,US,U.S. Total,OTH,other,,cents per kilowatthour
2011-07,US,U.S. Total,IND,industrial,7.32,cents per kilowatthour
2011-07,US,U.S. Total,COM,commercial,10.67,cents per kilowatthour
2011-06,US,U.S. Total,ALL,all sectors,10.26,cents per kilowatthour
2011-06,US,U.S. Total,TRA,transportation,11.01,cents per kilowatthour
2011-06,US,U.S. Total,RES,residential,11.97,cents per kilowatthour
2011-06,US,U.S. Total,OTH,other,,cents per kilowatthour
2011-06,US,U.S. Total,IND,industrial,7.14,cents per kilowatthour
2011-06,US,U.S. Total,COM,commercial,10.66,cents per kilowatthour
2011-05,US,U.S. Total,ALL,all sectors,9.78,cents per kilowatthour
2011-05,US,U.S. Total,TRA,transportation,10.7,cents per kilowatthour
2011-05,US,U.S. Total,RES,residential,11.93,cents per kilowatthour
2011-05,US,U.S. Total,OTH,other,,cents per kilowatthour
2011-05,US,U.S. Total,IND,industrial,6.68,cents per kilowatthour
2011-05,US,U.S. Total,COM,commercial,10.19,cents per kilowatthour
2011-04,US,U.S. Total,ALL,all sectors,9.54,cents per kilowatthour
2011-04,US,U.S. Total,TRA,transportation,9.97,cents per kilowatthour
2011-04,US,U.S. Total,RES,residential,11.67,cents per kilowatthour
2011-04,US,U.S. Total,OTH,other,,cents per kilowatthour
2011-04,US,U.S. Total,IND,industrial,6.53,cents per kilowatthour
2011-04,US,U.S. Total,COM,commercial,9.96,cents per kilowatthour
2011-03,US,U.S. Total,ALL,all sectors,9.55,cents per kilowatthour
2011-03,US,U.S. Total,TRA,transportation,10.24,cents per kilowatthour
2011-03,US,U.S. Total,RES,residential,11.52,cents per kilowatthour
2011-03,US,U.S. Total,OTH,other,,cents per kilowatthour
2011-03,US,U.S. Total,IND,industrial,6.53,cents per kilowatthour
2011-03,US,U.S. Total,COM,commercial,9.93,cents per kilowatthour
2011-02,US,U.S. Total,ALL,all sectors,9.56,cents per kilowatthour
2011-02,US,U.S. Total,TRA,transportation,10.55,cents per kilowatthour
2011-02,US,U.S. Total,RES,residential,11.06,cents per kilowatthour
2011-02,US,U.S. Total,OTH,other,,cents per kilowatthour
2011-02,US,U.S. Total,IND,industrial,6.63,cents per kilowatthour
2011-02,US,U.S. Total,COM,commercial,9.99,cents per kilowatthour
2011-01,US,U.S. Total,ALL,all sectors,9.48,cents per kilowatthour
2011-01,US,U.S. Total,TRA,transportation,10.29,cents per kilowatthour
2011-01,US,U.S. Total,RES,residential,10.87,cents per kilowatthour
2011-01,US,U.S. Total,OTH,other,,cents per kilowatthour
2011-01,US,U.S. Total,IND,industrial,6.53,cents per kilowatthour
2011-01,US,U.S. Total,COM,commercial,9.78,cents per kilowatthour
2010-12,US,U.S. Total,ALL,all sectors,9.52,cents per kilowatthour
2010-12,US,U.S. Total,TRA,transportation,10.08,cents per kilowatthour
2010-12,US,U.S. Total,RES,residential,11.06,cents per kilowatthour
2010-12,US,U.S. Total,OTH,other,,cents per kilowatthour
2010-12,US,U.S. Total,IND,industrial,6.6,cents per kilowatthour
2010-12,US,U.S. Total,COM,commercial,9.82,cents per kilowatthour
2010-11,US,U.S. Total,OTH,other,,cents per kilowatthour
2010-11,US,U.S. Total,IND,industrial,6.56,cents per kilowatthour
2010-11,US,U.S. Total,COM,commercial,9.99,cents per kilowatthour
2010-11,US,U.S. Total,ALL,all sectors,9.55,cents per kilowatthour
2010-11,US,U.S. Total,TRA,transportation,10.47,cents per kilowatthour
2010-11,US,U.S. Total,RES,residential,11.62,cents per kilowatthour
2010-10,US,U.S. Total,ALL,all sectors,9.81,cents per kilowatthour
2010-10,US,U.S. Total,COM,commercial,10.25,cents per kilowatthour
2010-10,US,U.S. Total,IND,industrial,6.8,cents per kilowatthour
2010-10,US,U.S. Total,OTH,other,,cents per kilowatthour
2010-10,US,U.S. Total,RES,residential,11.86,cents per kilowatthour
2010-10,US,U.S. Total,TRA,transportation,10.53,cents per kilowatthour
2010-09,US,U.S. Total,ALL,all sectors,10.17,cents per kilowatthour
2010-09,US,U.S. Total,TRA,transportation,10.54,cents per kilowatthour
2010-09,US,U.S. Total,RES,residential,11.95,cents per kilowatthour
2010-09,US,U.S. Total,OTH,other,,cents per kilowatthour
2010-09,US,U.S. Total,IND,industrial,7,cents per kilowatthour
2010-09,US,U.S. Total,COM,commercial,10.52,cents per kilowatthour
2010-08,US,U.S. Total,ALL,all sectors,10.4,cents per kilowatthour
2010-08,US,U.S. Total,TRA,transportation,10.89,cents per kilowatthour
2010-08,US,U.S. Total,RES,residential,12.03,cents per kilowatthour
2010-08,US,U.S. Total,OTH,other,,cents per kilowatthour
2010-08,US,U.S. Total,IND,industrial,7.22,cents per kilowatthour
2010-08,US,U.S. Total,COM,commercial,10.62,cents per kilowatthour
2010-07,US,U.S. Total,ALL,all sectors,10.46,cents per kilowatthour
2010-07,US,U.S. Total,TRA,transportation,10.97,cents per kilowatthour
2010-07,US,U.S. Total,RES,residential,12.04,cents per kilowatthour
2010-07,US,U.S. Total,OTH,other,,cents per kilowatthour
2010-07,US,U.S. Total,IND,industrial,7.23,cents per kilowatthour
2010-07,US,U.S. Total,COM,commercial,10.72,cents per kilowatthour
2010-06,US,U.S. Total,IND,industrial,6.97,cents per kilowatthour
2010-06,US,U.S. Total,COM,commercial,10.56,cents per kilowatthour
2010-06,US,U.S. Total,ALL,all sectors,10.18,cents per kilowatthour
2010-06,US,U.S. Total,TRA,transportation,11.17,cents per kilowatthour
2010-06,US,U.S. Total,RES,residential,11.91,cents per kilowatthour
2010-06,US,U.S. Total,OTH,other,,cents per kilowatthour
2010-05,US,U.S. Total,ALL,all sectors,9.72,cents per kilowatthour
2010-05,US,U.S. Total,TRA,transportation,10.55,cents per kilowatthour
2010-05,US,U.S. Total,RES,residential,11.91,cents per kilowatthour
2010-05,US,U.S. Total,OTH,other,,cents per kilowatthour
2010-05,US,U.S. Total,IND,industrial,6.64,cents per kilowatthour
2010-05,US,U.S. Total,COM,commercial,10.15,cents per kilowatthour
2010-04,US,U.S. Total,ALL,all sectors,9.53,cents per kilowatthour
2010-04,US,U.S. Total,TRA,transportation,10.54,cents per kilowatthour
2010-04,US,U.S. Total,RES,residential,11.71,cents per kilowatthour
2010-04,US,U.S. Total,OTH,other,,cents per kilowatthour
2010-04,US,U.S. Total,IND,industrial,6.55,cents per kilowatthour
2010-04,US,U.S. Total,COM,commercial,9.95,cents per kilowatthour
2010-03,US,U.S. Total,ALL,all sectors,9.48,cents per kilowatthour
2010-03,US,U.S. Total,TRA,transportation,10.3,cents per kilowatthour
2010-03,US,U.S. Total,RES,residential,11.11,cents per kilowatthour
2010-03,US,U.S. Total,OTH,other,,cents per kilowatthour
2010-03,US,U.S. Total,IND,industrial,6.53,cents per kilowatthour
2010-03,US,U.S. Total,COM,commercial,9.95,cents per kilowatthour
2010-02,US,U.S. Total,ALL,all sectors,9.47,cents per kilowatthour
2010-02,US,U.S. Total,TRA,transportation,10.52,cents per kilowatthour
2010-02,US,U.S. Total,RES,residential,10.89,cents per kilowatthour
2010-02,US,U.S. Total,OTH,other,,cents per kilowatthour
2010-02,US,U.S. Total,IND,industrial,6.55,cents per kilowatthour
2010-02,US,U.S. Total,COM,commercial,9.89,cents per kilowatthour
2010-01,US,U.S. Total,ALL,all sectors,9.28,cents per kilowatthour
2010-01,US,U.S. Total,TRA,transportation,10.19,cents per kilowatthour
2010-01,US,U.S. Total,RES,residential,10.49,cents per kilowatthour
2010-01,US,U.S. Total,OTH,other,,cents per kilowatthour
2010-01,US,U.S. Total,IND,industrial,6.5,cents per kilowatthour
2010-01,US,U.S. Total,COM,commercial,9.55,cents per kilowatthour
2009-12,US,U.S. Total,IND,industrial,6.54,cents per kilowatthour
2009-12,US,U.S. Total,TRA,transportation,10.53,cents per kilowatthour
2009-12,US,U.S. Total,COM,commercial,9.7,cents per kilowatthour
2009-12,US,U.S. Total,RES,residential,10.9,cents per kilowatthour
2009-12,US,U.S. Total,ALL,all sectors,9.4,cents per kilowatthour
2009-12,US,U.S. Total,OTH,other,,cents per kilowatthour
2009-11,US,U.S. Total,ALL,all sectors,9.34,cents per kilowatthour
2009-11,US,U.S. Total,TRA,transportation,10.61,cents per kilowatthour
2009-11,US,U.S. Total,RES,residential,11.26,cents per kilowatthour
2009-11,US,U.S. Total,OTH,other,,cents per kilowatthour
2009-11,US,U.S. Total,IND,industrial,6.4,cents per kilowatthour
2009-11,US,U.S. Total,COM,commercial,9.78,cents per kilowatthour
2009-10,US,U.S. Total,ALL,all sectors,9.7,cents per kilowatthour
2009-10,US,U.S. Total,TRA,transportation,10.39,cents per kilowatthour
2009-10,US,U.S. Total,RES,residential,11.65,cents per kilowatthour
2009-10,US,U.S. Total,OTH,other,,cents per kilowatthour
2009-10,US,U.S. Total,IND,industrial,6.7,cents per kilowatthour
2009-10,US,U.S. Total,COM,commercial,10.13,cents per kilowatthour
2009-09,US,U.S. Total,ALL,all sectors,10.09,cents per kilowatthour
2009-09,US,U.S. Total,TRA,transportation,10.73,cents per kilowatthour
2009-09,US,U.S. Total,RES,residential,11.96,cents per kilowatthour
2009-09,US,U.S. Total,OTH,other,,cents per kilowatthour
2009-09,US,U.S. Total,IND,industrial,6.89,cents per kilowatthour
2009-09,US,U.S. Total,COM,commercial,10.45,cents per kilowatthour
2009-08,US,U.S. Total,ALL,all sectors,10.27,cents per kilowatthour
2009-08,US,U.S. Total,TRA,transportation,10.8,cents per kilowatthour
2009-08,US,U.S. Total,RES,residential,11.94,cents per kilowatthour
2009-08,US,U.S. Total,OTH,other,,cents per kilowatthour
2009-08,US,U.S. Total,IND,industrial,7.1,cents per kilowatthour
2009-08,US,U.S. Total,COM,commercial,10.52,cents per kilowatthour
2009-07,US,U.S. Total,ALL,all sectors,10.28,cents per kilowatthour
2009-07,US,U.S. Total,TRA,transportation,11.01,cents per kilowatthour
2009-07,US,U.S. Total,RES,residential,11.85,cents per kilowatthour
2009-07,US,U.S. Total,OTH,other,,cents per kilowatthour
2009-07,US,U.S. Total,IND,industrial,7.1,cents per kilowatthour
2009-07,US,U.S. Total,COM,commercial,10.56,cents per kilowatthour
2009-06,US,U.S. Total,ALL,all sectors,10.13,cents per kilowatthour
2009-06,US,U.S. Total,TRA,transportation,10.77,cents per kilowatthour
2009-06,US,U.S. Total,IND,industrial,7.09,cents per kilowatthour
2009-06,US,U.S. Total,COM,commercial,10.46,cents per kilowatthour
2009-06,US,U.S. Total,RES,residential,11.81,cents per kilowatthour
2009-06,US,U.S. Total,OTH,other,,cents per kilowatthour
2009-05,US,U.S. Total,ALL,all sectors,9.77,cents per kilowatthour
2009-05,US,U.S. Total,TRA,transportation,11.11,cents per kilowatthour
2009-05,US,U.S. Total,IND,industrial,6.77,cents per kilowatthour
2009-05,US,U.S. Total,COM,commercial,10.11,cents per kilowatthour
2009-05,US,U.S. Total,RES,residential,11.78,cents per kilowatthour
2009-05,US,U.S. Total,OTH,other,,cents per kilowatthour
2009-04,US,U.S. Total,IND,industrial,6.75,cents per kilowatthour
2009-04,US,U.S. Total,RES,residential,11.5,cents per kilowatthour
2009-04,US,U.S. Total,ALL,all sectors,9.57,cents per kilowatthour
2009-04,US,U.S. Total,TRA,transportation,10.29,cents per kilowatthour
2009-04,US,U.S. Total,COM,commercial,9.87,cents per kilowatthour
2009-04,US,U.S. Total,OTH,other,,cents per kilowatthour
2009-03,US,U.S. Total,ALL,all sectors,9.64,cents per kilowatthour
2009-03,US,U.S. Total,TRA,transportation,10.98,cents per kilowatthour
2009-03,US,U.S. Total,RES,residential,11.28,cents per kilowatthour
2009-03,US,U.S. Total,OTH,other,,cents per kilowatthour
2009-03,US,U.S. Total,IND,industrial,6.81,cents per kilowatthour
2009-03,US,U.S. Total,COM,commercial,9.96,cents per kilowatthour
2009-02,US,U.S. Total,ALL,all sectors,9.78,cents per kilowatthour
2009-02,US,U.S. Total,TRA,transportation,10.41,cents per kilowatthour
2009-02,US,U.S. Total,IND,industrial,6.9,cents per kilowatthour
2009-02,US,U.S. Total,COM,commercial,10.2,cents per kilowatthour
2009-02,US,U.S. Total,RES,residential,11.18,cents per kilowatthour
2009-02,US,U.S. Total,OTH,other,,cents per kilowatthour
2009-01,US,U.S. Total,ALL,all sectors,9.68,cents per kilowatthour
2009-01,US,U.S. Total,TRA,transportation,10.37,cents per kilowatthour
2009-01,US,U.S. Total,IND,industrial,6.92,cents per kilowatthour
2009-01,US,U.S. Total,COM,commercial,9.96,cents per kilowatthour
2009-01,US,U.S. Total,RES,residential,10.98,cents per kilowatthour
2009-01,US,U.S. Total,OTH,other,,cents per kilowatthour
2008-12,US,U.S. Total,IND,industrial,6.79,cents per kilowatthour
2008-12,US,U.S. Total,RES,residential,10.86,cents per kilowatthour
2008-12,US,U.S. Total,ALL,all sectors,9.53,cents per kilowatthour
2008-12,US,U.S. Total,TRA,transportation,10.57,cents per kilowatthour
2008-12,US,U.S. Total,COM,commercial,9.92,cents per kilowatthour
2008-12,US,U.S. Total,OTH,other,,cents per kilowatthour
2008-11,US,U.S. Total,ALL,all sectors,9.67,cents per kilowatthour
2008-11,US,U.S. Total,TRA,transportation,10.2,cents per kilowatthour
2008-11,US,U.S. Total,IND,industrial,6.93,cents per kilowatthour
2008-11,US,U.S. Total,COM,commercial,10.16,cents per kilowatthour
2008-11,US,U.S. Total,RES,residential,11.42,cents per kilowatthour
2008-11,US,U.S. Total,OTH,other,,cents per kilowatthour
2008-10,US,U.S. Total,ALL,all sectors,9.94,cents per kilowatthour
2008-10,US,U.S. Total,TRA,transportation,10.49,cents per kilowatthour
2008-10,US,U.S. Total,IND,industrial,7.19,cents per kilowatthour
2008-10,US,U.S. Total,COM,commercial,10.41,cents per kilowatthour
2008-10,US,U.S. Total,RES,residential,11.81,cents per kilowatthour
2008-10,US,U.S. Total,OTH,other,,cents per kilowatthour
2008-09,US,U.S. Total,ALL,all sectors,10.27,cents per kilowatthour
2008-09,US,U.S. Total,TRA,transportation,11.83,cents per kilowatthour
2008-09,US,U.S. Total,RES,residential,11.92,cents per kilowatthour
2008-09,US,U.S. Total,OTH,other,,cents per kilowatthour
2008-09,US,U.S. Total,IND,industrial,7.31,cents per kilowatthour
2008-09,US,U.S. Total,COM,commercial,10.77,cents per kilowatthour
2008-08,US,U.S. Total,ALL,all sectors,10.59,cents per kilowatthour
2008-08,US,U.S. Total,TRA,transportation,11.65,cents per kilowatthour
2008-08,US,U.S. Total,RES,residential,12.09,cents per kilowatthour
2008-08,US,U.S. Total,OTH,other,,cents per kilowatthour
2008-08,US,U.S. Total,IND,industrial,7.55,cents per kilowatthour
2008-08,US,U.S. Total,COM,commercial,11.07,cents per kilowatthour
2008-07,US,U.S. Total,ALL,all sectors,10.65,cents per kilowatthour
2008-07,US,U.S. Total,COM,commercial,11.1,cents per kilowatthour
2008-07,US,U.S. Total,IND,industrial,7.72,cents per kilowatthour
2008-07,US,U.S. Total,OTH,other,,cents per kilowatthour
2008-07,US,U.S. Total,RES,residential,12.07,cents per kilowatthour
2008-07,US,U.S. Total,TRA,transportation,11.8,cents per kilowatthour
2008-06,US,U.S. Total,ALL,all sectors,10.27,cents per kilowatthour
2008-06,US,U.S. Total,TRA,transportation,11.84,cents per kilowatthour
2008-06,US,U.S. Total,RES,residential,11.77,cents per kilowatthour
2008-06,US,U.S. Total,OTH,other,,cents per kilowatthour
2008-06,US,U.S. Total,IND,industrial,7.35,cents per kilowatthour
2008-06,US,U.S. Total,COM,commercial,10.87,cents per kilowatthour
2008-05,US,U.S. Total,ALL,all sectors,9.47,cents per kilowatthour
2008-05,US,U.S. Total,RES,residential,11.4,cents per kilowatthour
2008-05,US,U.S. Total,IND,industrial,6.75,cents per kilowatthour
2008-05,US,U.S. Total,COM,commercial,10.05,cents per kilowatthour
2008-05,US,U.S. Total,TRA,transportation,10.45,cents per kilowatthour
2008-05,US,U.S. Total,OTH,other,,cents per kilowatthour
2008-04,US,U.S. Total,ALL,all sectors,9.22,cents per kilowatthour
2008-04,US,U.S. Total,TRA,transportation,10.06,cents per kilowatthour
2008-04,US,U.S. Total,IND,industrial,6.64,cents per kilowatthour
2008-04,US,U.S. Total,COM,commercial,9.79,cents per kilowatthour
2008-04,US,U.S. Total,RES,residential,10.93,cents per kilowatthour
2008-04,US,U.S. Total,OTH,other,,cents per kilowatthour
2008-03,US,U.S. Total,ALL,all sectors,9.03,cents per kilowatthour
2008-03,US,U.S. Total,COM,commercial,9.62,cents per kilowatthour
2008-03,US,U.S. Total,IND,industrial,6.46,cents per kilowatthour
2008-03,US,U.S. Total,OTH,other,,cents per kilowatthour
2008-03,US,U.S. Total,RES,residential,10.45,cents per kilowatthour
2008-03,US,U.S. Total,TRA,transportation,10.14,cents per kilowatthour
2008-02,US,U.S. Total,ALL,all sectors,8.9,cents per kilowatthour
2008-02,US,U.S. Total,TRA,transportation,10.06,cents per kilowatthour
2008-02,US,U.S. Total,IND,industrial,6.34,cents per kilowatthour
2008-02,US,U.S. Total,COM,commercial,9.46,cents per kilowatthour
2008-02,US,U.S. Total,RES,residential,10.16,cents per kilowatthour
2008-02,US,U.S. Total,OTH,other,,cents per kilowatthour
2008-01,US,U.S. Total,COM,commercial,9.39,cents per kilowatthour
2008-01,US,U.S. Total,ALL,all sectors,8.92,cents per kilowatthour
2008-01,US,U.S. Total,RES,residential,10.14,cents per kilowatthour
2008-01,US,U.S. Total,IND,industrial,6.33,cents per kilowatthour
2008-01,US,U.S. Total,TRA,transportation,9.52,cents per kilowatthour
2008-01,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-12,US,U.S. Total,ALL,all sectors,8.91,cents per kilowatthour
2007-12,US,U.S. Total,TRA,transportation,9.19,cents per kilowatthour
2007-12,US,U.S. Total,RES,residential,10.33,cents per kilowatthour
2007-12,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-12,US,U.S. Total,IND,industrial,6.26,cents per kilowatthour
2007-12,US,U.S. Total,COM,commercial,9.42,cents per kilowatthour
2007-11,US,U.S. Total,ALL,all sectors,8.94,cents per kilowatthour
2007-11,US,U.S. Total,TRA,transportation,8.76,cents per kilowatthour
2007-11,US,U.S. Total,RES,residential,10.7,cents per kilowatthour
2007-11,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-11,US,U.S. Total,IND,industrial,6.28,cents per kilowatthour
2007-11,US,U.S. Total,COM,commercial,9.5,cents per kilowatthour
2007-10,US,U.S. Total,ALL,all sectors,9.17,cents per kilowatthour
2007-10,US,U.S. Total,TRA,transportation,9.61,cents per kilowatthour
2007-10,US,U.S. Total,RES,residential,10.82,cents per kilowatthour
2007-10,US,U.S. Total,OTH,other,,cents per kilowatthour
2007-10,US,U.S. Total,IND,industrial,6.46,cents per kilowatthour
2007-10,US,U.S. Total,COM,commercial,9.77,cents per kilowatthour
2007-09,US,U.S. Total,ALL,all sectors,9.43,cents per kilowatthour
